FIPS,svi_rpl_themes,svi_rpl_theme1,svi_rpl_theme2,svi_rpl_theme3,svi_rpl_theme4,svi_e_totpop,svi_ep_pov150,svi_ep_unemp,svi_ep_nohsdp,svi_ep_uninsur,svi_ep_age65,svi_ep_limeng,svi_ep_minrty,svi_ep_munit,svi_ep_mobile,svi_ep_noveh,svi_ep_groupq
25017350106,0.3377,0.3597,0.032,0.7202,0.732,1864,11.2,2.6,1.8,2.3,2.0,2.4,41.4,97.4,0.0,22.1,0.0
25017350107,0.1525,0.5336,0.0741,0.6371,0.0389,1085,10.8,0.0,14.5,5.8,7.9,13.2,34.6,0.0,0.0,9.5,0.0
25017350108,0.705,0.8223,0.4551,0.6802,0.4871,3905,30.3,4.4,13.4,6.0,8.9,13.5,38.1,18.0,0.0,10.6,0.0
25017350109,0.7884,0.4432,0.6874,0.8314,0.9887,2446,16.6,3.3,17.6,1.1,17.3,25.0,54.9,19.4,3.2,33.2,0.9
25017350201,0.4783,0.4532,0.2266,0.7252,0.5455,3216,12.7,4.5,18.1,0.0,10.9,10.3,41.8,11.0,0.0,11.5,0.1
25017350202,0.467,0.307,0.4193,0.6015,0.6077,4292,8.2,2.4,4.5,3.8,6.7,7.7,31.8,11.7,0.0,7.0,0.7
25017350300,0.3729,0.4444,0.0308,0.6134,0.7627,2868,11.1,0.4,8.0,2.5,4.1,2.1,32.7,28.9,0.0,21.5,0.5
25017350400,0.0301,0.0929,0.0126,0.4997,0.3139,6021,7.4,1.5,3.4,1.3,6.3,0.5,24.9,5.0,0.0,14.8,1.1
25017350500,0.1193,0.2938,0.0339,0.2167,0.4401,1666,6.3,4.0,3.1,3.5,10.2,1.1,11.6,10.8,0.0,19.7,1.6
25017350600,0.1111,0.4137,0.0056,0.589,0.3315,5056,19.7,3.9,2.0,1.9,5.5,0.5,31.0,0.0,0.0,17.4,44.6
25017350701,0.0653,0.1971,0.0138,0.1993,0.5229,2860,16.6,2.4,2.0,0.0,7.2,1.1,11.0,2.9,0.0,25.7,1.0
25017350702,0.8311,0.6635,0.951,0.7689,0.7589,3319,37.6,0.2,20.1,1.9,20.5,4.7,45.8,42.1,0.0,43.6,1.2
25017350800,0.0816,0.1594,0.0358,0.4166,0.3911,1919,8.8,3.2,2.2,0.4,13.0,0.8,20.8,9.1,0.0,13.2,0.0
25017350900,0.0716,0.0822,0.0201,0.5028,0.5775,3736,9.9,1.5,1.6,0.9,6.8,0.9,25.1,21.3,0.0,25.6,0.0
25017351001,0.0584,0.2737,0.0069,0.4834,0.3101,3956,10.8,4.6,0.9,1.1,7.5,0.5,23.9,22.0,0.0,33.7,0.0
25017351002,0.2837,0.1281,0.0691,0.6209,0.7784,2701,12.7,1.6,4.9,0.4,10.5,4.2,33.2,17.1,0.0,18.7,0.5
25017351101,0.5399,0.5367,0.0829,0.3898,0.9033,3426,16.0,4.6,7.6,1.3,14.5,4.0,19.1,31.6,0.0,25.2,4.2
25017351102,0.2059,0.2611,0.0151,0.539,0.7696,2088,8.3,0.8,0.5,2.9,12.5,0.1,27.8,36.3,0.0,16.9,1.0
25017351203,0.1613,0.2731,0.0383,0.4934,0.4733,4222,13.6,2.2,3.2,1.6,6.3,3.1,24.5,10.6,0.0,21.6,0.3
25017351204,0.1846,0.1394,0.0402,0.6202,0.6604,4003,7.8,1.4,5.4,0.4,6.8,4.3,33.1,15.8,0.0,18.8,0.4
25017351300,0.5543,0.5424,0.1438,0.4585,0.8293,4606,17.1,3.1,11.0,2.4,13.7,5.7,22.9,29.6,0.0,26.8,1.6
25017351403,0.8054,0.7031,0.511,0.7139,0.9592,3906,27.1,0.9,18.1,4.7,12.7,14.9,40.7,23.5,1.0,26.1,0.7
25017351404,0.7068,0.7803,0.2662,0.772,0.6949,3633,16.8,6.1,12.7,3.0,9.6,8.4,46.2,10.5,0.0,22.7,0.5
25017351500,0.6616,0.7407,0.3522,0.7595,0.5587,2418,21.7,5.7,14.8,1.8,17.0,12.4,44.9,49.9,0.0,31.3,0.5
25017352101,0.5097,0.4765,0.0226,0.8251,0.9648,3245,19.4,2.2,2.6,2.2,6.3,1.8,53.6,99.6,0.0,44.9,3.1
25017352102,0.5317,0.5449,0.0502,0.6733,0.914,2886,10.7,10.2,9.8,1.4,14.7,0.5,37.6,50.2,0.0,25.1,1.1
25017352200,0.7144,0.747,0.3001,0.7645,0.7608,1759,39.2,5.8,9.5,2.4,17.5,6.3,45.4,53.8,0.0,46.6,0.0
25017352300,0.199,0.081,0.022,0.7789,0.8462,4971,11.9,0.0,2.2,0.2,7.3,0.4,47.2,59.8,0.0,36.0,0.2
25017352400,0.8255,0.8788,0.639,0.9438,0.6629,1896,41.0,7.3,17.8,4.9,7.8,8.6,82.7,17.0,0.0,39.1,0.0
25017352500,0.4112,0.5097,0.0496,0.7295,0.6491,3136,11.5,3.3,6.2,4.6,9.0,1.3,42.3,6.1,0.0,43.0,1.0
25017352600,0.5794,0.5116,0.3766,0.6983,0.6422,3003,15.2,2.1,9.7,2.8,10.7,4.4,39.2,5.7,0.0,34.4,0.4
25017352700,0.6918,0.7257,0.3729,0.8026,0.629,2102,29.4,2.3,12.8,3.3,6.9,6.6,51.0,17.1,0.0,32.9,0.0
25017352800,0.1977,0.2103,0.0804,0.7883,0.3327,1921,8.9,2.6,9.6,0.7,8.1,3.8,48.5,5.2,0.0,41.4,0.0
25017352900,0.4062,0.2367,0.1412,0.5803,0.7872,3248,11.5,4.4,4.2,0.5,19.3,0.6,30.5,23.7,0.0,21.1,0.4
25017353000,0.4432,0.4714,0.076,0.6871,0.6755,3018,21.0,4.7,5.1,0.5,13.4,1.8,38.5,47.0,0.0,41.1,1.7
25017353101,0.7495,0.7288,0.145,0.8382,0.9504,3560,28.3,5.6,9.2,1.9,8.3,4.1,56.5,59.6,0.0,64.1,13.4
25017353102,0.4972,0.5035,0.0213,0.852,0.9441,4807,23.0,3.5,0.4,1.4,0.9,0.9,58.6,94.7,0.0,58.0,85.5
25017353200,0.6416,0.6604,0.0954,0.7495,0.8694,5219,17.9,5.0,3.9,3.6,10.5,1.4,44.2,36.2,0.0,38.4,22.7
25017353300,0.1908,0.1055,0.0578,0.6971,0.6026,4302,11.2,1.7,0.8,1.0,13.9,0.3,39.0,13.1,0.0,23.8,0.8
25017353600,0.2555,0.2969,0.0245,0.6221,0.7382,5167,14.1,4.8,1.8,1.3,10.7,0.1,33.3,30.2,0.0,35.4,31.7
25017353700,0.4859,0.4187,0.0471,0.7539,0.9165,5757,19.8,3.5,2.9,0.5,8.2,1.9,44.5,43.1,0.0,44.4,43.6
25017353800,0.3089,0.15,0.0345,0.7464,0.8788,4138,11.3,1.9,2.0,0.2,12.6,0.4,43.9,72.4,0.0,51.3,2.5
25017353900,0.57,0.5587,0.0195,0.8107,0.9849,5771,38.1,4.5,2.7,0.4,4.1,1.4,51.6,52.1,0.0,62.2,51.0
25017354000,0.4131,0.5643,0.0239,0.5803,0.7884,4715,25.7,2.4,0.0,7.6,13.8,0.2,30.5,71.7,0.0,35.6,22.4
25017354100,0.3252,0.0201,0.0722,0.5322,0.9699,2469,7.5,1.4,2.1,0.0,26.5,0.6,27.5,58.6,0.0,33.1,13.6
25017354200,0.2166,0.0056,0.7043,0.6071,0.2768,3211,5.3,0.9,0.0,1.0,31.9,1.3,32.4,8.1,0.0,8.2,0.9
25017354300,0.4118,0.2448,0.0822,0.6221,0.8606,3439,8.2,3.2,3.5,2.3,17.7,0.4,33.3,23.9,0.0,16.3,3.2
25017354400,0.0471,0.1513,0.0728,0.4553,0.0942,1732,6.5,6.7,1.5,0.9,20.3,0.6,22.8,0.9,0.0,6.0,0.3
25017354500,0.3045,0.2888,0.1212,0.544,0.4953,2296,10.4,1.0,2.4,4.6,18.5,0.0,28.4,40.3,0.0,32.8,0.0
25017354601,0.5135,0.1977,0.1099,0.7146,0.9799,1716,19.0,1.7,0.8,0.0,15.7,2.6,40.8,79.3,0.0,30.9,9.0
25017354602,0.4771,0.4043,0.3785,0.8151,0.4451,4457,11.1,2.2,3.4,5.5,11.6,2.8,52.4,34.4,0.0,21.2,0.0
25017354700,0.1513,0.0465,0.0603,0.6765,0.6208,2914,5.2,3.2,1.3,1.0,17.7,0.6,37.9,13.6,0.0,22.4,0.4
25017354800,0.1544,0.0873,0.0333,0.569,0.7276,2392,10.6,1.8,0.4,0.3,12.2,0.6,30.0,16.6,0.0,19.3,1.2
25017354901,0.2122,0.1061,0.0276,0.8576,0.7734,2991,9.7,1.3,2.0,1.7,2.7,2.9,59.6,97.9,0.0,22.7,0.0
25017354902,0.7546,0.6704,0.7288,0.8351,0.6798,5390,21.9,1.6,11.9,5.2,14.6,8.5,55.7,37.7,0.0,12.4,0.1
25017355000,0.4262,0.258,0.0835,0.6596,0.8657,3314,7.9,5.1,2.4,2.4,12.2,0.9,36.7,35.6,0.0,20.4,1.4
25017356100,0.1243,0.1186,0.2687,0.4934,0.1431,3569,3.5,2.9,3.7,1.4,12.0,1.1,24.5,2.1,0.0,7.7,0.0
25017356300,0.2831,0.3352,0.1149,0.584,0.3867,5458,7.9,4.1,2.8,4.1,10.2,1.3,30.8,17.5,0.0,5.8,0.1
25017356400,0.3446,0.1921,0.7238,0.4316,0.2505,7597,7.9,6.6,1.6,0.6,19.0,2.3,21.6,12.6,0.0,7.5,0.0
25017356500,0.4375,0.172,0.6353,0.5103,0.5625,7292,6.6,4.2,3.1,0.9,18.8,1.4,25.7,14.3,0.0,9.3,0.8
25017356601,0.5311,0.2863,0.3534,0.4903,0.8682,4480,8.8,4.8,4.3,0.5,16.5,1.8,24.4,29.8,1.0,12.7,0.2
25017356602,0.2178,0.1048,0.2913,0.3554,0.4482,4476,8.6,0.2,4.1,1.1,18.2,1.5,17.3,14.2,0.0,8.9,3.7
25017356701,0.4149,0.209,0.1777,0.5659,0.7947,5891,10.7,2.1,2.0,0.5,15.5,0.7,29.8,38.9,1.0,10.7,0.6
25017356703,0.4947,0.3628,0.5191,0.4553,0.5995,3103,13.2,5.7,0.4,0.5,27.7,3.4,22.8,33.2,0.0,22.3,1.8
25017356704,0.2718,0.0565,0.2417,0.6765,0.5832,4040,5.7,0.0,5.0,0.2,12.4,0.3,37.9,24.3,0.0,7.9,0.7
25017357100,0.3584,0.2549,0.4055,0.6034,0.3879,5092,3.8,6.7,2.6,1.3,21.1,1.3,31.9,26.1,0.0,7.4,0.0
25017357200,0.0766,0.0534,0.4871,0.5578,0.0383,3270,3.3,4.7,1.0,0.7,18.8,2.4,29.4,0.0,0.0,5.4,0.1
25017357300,0.086,0.0088,0.3158,0.6059,0.1714,3302,5.7,0.0,1.9,0.5,13.1,1.8,32.2,4.5,0.0,5.6,0.0
25017357400,0.1607,0.3277,0.253,0.5553,0.0578,2403,2.7,7.3,0.3,4.4,14.7,2.7,29.3,1.1,0.0,3.8,0.2
25017357500,0.3013,0.221,0.7232,0.4447,0.1325,2370,7.9,4.0,0.2,2.1,17.5,6.7,22.4,5.8,0.0,5.5,0.0
25017357600,0.2329,0.1017,0.3961,0.5984,0.3195,2824,5.7,1.7,2.0,1.8,9.4,3.4,31.6,6.4,0.0,10.4,1.5
25017357700,0.791,0.6736,0.8412,0.6002,0.8142,3945,10.5,6.0,6.9,4.0,24.0,5.4,31.7,10.0,0.0,14.1,4.9
25017357800,0.2084,0.2072,0.6497,0.4809,0.0634,3791,5.1,6.4,3.4,0.7,17.4,2.1,23.7,0.0,0.0,7.3,0.2
25017358100,0.1481,0.0251,0.3089,0.7601,0.2605,5240,4.0,3.1,2.2,0.4,16.4,2.3,45.0,0.9,0.0,4.3,1.6
25017358300,0.5744,0.0578,0.8901,0.767,0.7602,6003,5.6,2.2,0.9,1.6,20.9,4.5,45.6,29.7,0.0,7.8,1.2
25017358400,0.6146,0.2775,0.8519,0.6802,0.6497,4822,9.7,5.5,3.8,0.2,29.8,3.7,38.1,13.2,0.0,10.1,1.4
25017358500,0.2379,0.0527,0.3183,0.7071,0.4331,5918,4.7,4.7,1.1,0.0,18.5,1.7,40.2,9.0,0.0,1.2,2.0
25017358600,0.3635,0.1155,0.7671,0.6871,0.268,6289,6.6,3.2,2.8,1.3,21.5,4.0,38.5,8.6,0.0,1.1,0.5
25017358700,0.2191,0.0615,0.6554,0.7645,0.1337,5949,1.7,4.0,2.2,1.1,19.7,2.1,45.4,0.9,0.0,1.3,0.3
25017359100,0.5775,0.3986,0.3358,0.5759,0.8481,6679,7.8,5.5,5.2,1.9,18.0,1.0,30.3,29.2,0.0,9.1,4.0
25017359301,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
25017359302,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
25017359303,0.553,0.3949,0.7928,0.5759,0.4256,7594,8.4,9.5,5.7,0.4,15.1,4.3,30.3,5.4,0.0,3.4,0.8
25017359400,0.5838,0.4363,0.1607,0.807,0.8707,7020,17.9,4.2,6.9,0.2,11.3,2.6,51.4,42.7,0.0,38.1,0.8
25017360300,0.4438,0.2323,0.8713,0.4953,0.2611,6928,9.4,3.3,1.5,1.8,20.4,2.2,24.6,8.6,0.0,6.7,1.0
25017361100,0.334,0.2498,0.5449,0.2036,0.3723,5451,2.8,5.1,2.0,2.6,26.7,0.7,11.2,11.4,0.0,5.8,4.5
25017361200,0.619,0.263,0.7144,0.5534,0.8512,6567,8.2,4.7,6.6,0.0,18.9,2.1,29.2,36.9,0.0,8.0,11.8
25017361300,0.1431,0.0333,0.5662,0.3136,0.2241,6247,3.1,3.0,1.2,1.0,21.9,1.2,15.4,1.5,0.0,1.4,3.4
25017362100,0.0358,0.0226,0.4809,0.3354,0.0207,5209,5.1,3.1,0.0,0.5,21.1,0.9,16.3,1.9,0.0,0.0,0.1
25017363103,0.1751,0.1569,0.2272,0.4834,0.2511,3186,2.0,6.8,1.3,1.0,18.1,0.4,23.9,17.2,0.0,3.3,0.0
25017363104,0.2888,0.1777,0.3415,0.6346,0.344,6323,4.5,4.4,3.6,1.3,17.2,2.5,34.3,5.8,0.0,2.1,0.5
25017363105,0.7715,0.8117,0.732,0.8139,0.5041,4229,23.0,13.0,3.8,4.1,13.5,4.4,52.2,42.6,0.0,2.6,2.7
25017363106,0.6409,0.4633,0.4369,0.8151,0.8048,2986,10.4,3.9,3.6,2.9,12.0,2.3,52.4,52.9,0.0,9.8,0.5
25017363201,0.0308,0.0038,0.2655,0.5971,0.0515,3261,4.8,0.6,1.8,0.4,18.1,0.4,31.5,1.4,0.0,3.1,0.2
25017363202,0.1588,0.0697,0.4513,0.6733,0.1406,3879,3.6,0.7,2.3,2.5,17.0,3.9,37.6,6.0,0.0,2.3,0.1
25017364101,0.3616,0.3497,0.7169,0.3136,0.1651,6177,12.9,4.4,4.4,0.7,15.1,0.5,15.4,15.3,0.0,4.5,0.2
25017364102,0.268,0.2837,0.3653,0.3154,0.2762,4494,6.1,4.3,2.6,1.8,13.5,1.5,15.5,5.5,0.0,4.9,0.5
25017365100,0.0163,0.0728,0.1551,0.3979,0.0088,8049,1.6,5.2,0.6,1.2,12.8,0.8,19.5,0.6,0.0,1.2,0.0
25017365201,0.1136,0.0603,0.3107,0.3991,0.1952,6153,1.3,6.5,1.9,0.0,13.6,0.7,19.6,0.6,0.0,1.6,1.3
25017365202,0.1808,0.0452,0.5982,0.3398,0.2498,4724,5.0,1.9,1.5,1.3,22.9,0.7,16.6,6.8,0.0,4.8,2.0
25017366100,0.3992,0.1174,0.6541,0.4166,0.57,4832,7.5,3.1,3.4,0.4,17.2,2.0,20.8,3.9,0.4,3.9,0.7
25017366201,0.0151,0.0546,0.1481,0.4254,0.0144,3646,4.8,1.0,0.0,2.1,14.9,0.3,21.2,0.0,0.0,3.6,0.0
25017366202,0.1864,0.0653,0.5524,0.5184,0.1789,5343,2.0,4.4,1.7,0.8,23.2,1.4,26.3,5.0,0.0,2.7,0.4
25017367100,0.3453,0.1664,0.6177,0.589,0.3107,4962,10.7,3.6,1.4,0.8,23.8,1.7,31.0,1.3,0.3,0.5,1.4
25017367200,0.167,0.0339,0.2932,0.4472,0.4149,6797,6.3,0.8,2.3,0.1,19.3,0.6,22.5,6.9,0.0,3.7,10.0
25017368101,0.4652,0.2517,0.6485,0.6327,0.4896,5584,14.3,2.5,3.3,0.6,20.6,3.9,34.1,28.6,0.0,10.1,1.7
25017368102,0.4583,0.1613,0.6886,0.669,0.5223,5193,10.1,1.2,7.3,0.5,18.6,7.6,37.3,12.0,0.0,2.9,0.5
25017368200,0.2411,0.2605,0.371,0.4778,0.1908,3892,9.4,3.6,3.6,2.1,22.4,1.9,23.6,2.6,0.0,3.0,0.4
25017368300,0.5512,0.6077,0.1105,0.7995,0.6792,5687,21.4,2.9,11.5,1.8,12.1,7.7,49.9,16.4,0.0,11.5,0.5
25017368400,0.2894,0.3578,0.0314,0.6396,0.6591,7836,8.3,5.9,2.3,1.5,11.6,1.0,34.9,19.8,0.0,3.1,34.2
25017368500,0.7759,0.7351,0.2618,0.8126,0.9422,3052,15.9,2.6,13.2,7.9,17.9,4.1,52.0,43.8,0.4,19.2,0.2
25017368600,0.4325,0.5901,0.096,0.6839,0.4313,6230,15.0,4.4,13.3,1.4,7.1,6.1,38.3,11.1,0.0,5.5,0.1
25017368700,0.5562,0.5499,0.3572,0.8813,0.4551,2471,11.1,0.8,13.5,3.4,9.7,9.5,65.5,6.8,0.0,3.5,0.7
25017368800,0.6139,0.4156,0.4984,0.7189,0.7822,6145,12.7,1.9,9.4,3.7,21.5,7.7,41.2,41.8,0.0,10.7,2.6
25017368901,0.6478,0.3766,0.4162,0.5578,0.9542,6175,14.9,1.6,4.2,1.9,24.7,3.9,29.4,23.1,0.5,4.1,3.6
25017368902,0.8336,0.8286,0.5386,0.8482,0.8826,3582,30.6,4.4,7.4,6.1,10.8,5.0,58.0,37.1,0.0,10.6,2.3
25017369000,0.1764,0.6629,0.0188,0.6902,0.1105,3552,77.5,7.0,6.4,3.3,1.7,1.3,38.6,0.0,0.0,0.0,98.5
25017369100,0.2775,0.1036,0.4865,0.3891,0.4218,5312,6.3,1.5,5.0,0.6,22.6,1.9,19.0,11.8,0.0,5.9,0.3
25017370101,0.3679,0.3697,0.3509,0.4903,0.3384,6474,9.8,7.9,4.8,0.5,15.4,2.3,24.4,18.2,0.0,8.5,0.6
25017370103,0.6039,0.3001,0.4539,0.6783,0.897,3506,10.1,3.0,3.4,1.7,21.5,6.6,38.0,45.2,0.0,23.9,0.8
25017370104,0.3685,0.3258,0.2448,0.5734,0.452,4330,5.9,7.9,6.7,0.0,14.4,7.4,30.2,43.0,0.0,2.7,0.2
25017370201,0.3402,0.3641,0.2844,0.3829,0.366,4278,4.6,10.8,1.2,4.0,21.5,0.7,18.6,8.6,0.0,5.9,0.4
25017370202,0.1299,0.2743,0.1645,0.4622,0.1048,3302,3.7,5.2,2.8,1.3,24.1,2.3,23.0,2.3,0.0,4.3,0.4
25017370301,0.4532,0.489,0.6315,0.5184,0.2053,4374,10.9,1.4,7.5,3.1,15.8,6.0,26.3,13.8,0.0,19.0,0.0
25017370302,0.8286,0.6089,0.9347,0.7876,0.8437,1896,8.5,8.5,14.1,1.9,18.8,10.0,48.3,42.5,0.0,18.1,1.2
25017370401,0.5888,0.3653,0.4852,0.619,0.8041,3527,18.1,2.5,5.4,0.5,19.9,1.0,33.0,44.9,0.0,16.8,0.8
25017370402,0.3829,0.2197,0.1023,0.7789,0.7301,1575,16.7,5.5,0.3,0.4,10.9,1.6,47.2,8.9,0.0,10.5,8.5
25017370403,0.1356,0.145,0.1488,0.5141,0.2486,1919,4.0,2.5,2.0,1.0,9.6,1.5,26.0,31.6,0.0,4.9,0.2
25017373100,0.3057,0.268,0.2555,0.6134,0.3371,5153,6.2,9.5,5.1,0.4,14.9,8.4,32.7,16.0,0.0,7.1,1.0
25017373200,0.5593,0.3716,0.769,0.4978,0.5204,5240,9.1,3.0,5.4,1.8,15.7,4.6,24.8,12.3,0.0,10.4,0.5
25017373300,0.4011,0.1042,0.7884,0.4853,0.4388,3008,11.3,0.6,3.9,0.0,21.1,7.3,24.0,13.0,0.0,7.8,0.6
25017373400,0.0935,0.0967,0.1419,0.3948,0.2254,3520,6.3,3.3,1.0,0.3,21.0,0.5,19.3,10.4,0.0,7.5,0.4
25017373500,0.1651,0.0659,0.3013,0.3873,0.3515,6117,4.7,3.7,0.6,1.4,18.5,1.1,18.9,4.7,0.0,2.0,13.8
25017373600,0.2561,0.1287,0.0772,0.544,0.7156,6122,11.7,3.3,0.4,1.1,9.8,2.2,28.4,7.2,0.0,6.0,54.1
25017373700,0.0326,0.0402,0.435,0.3916,0.0132,3822,2.7,4.5,0.0,0.9,24.5,0.3,19.2,0.0,0.0,1.1,0.1
25017373800,0.3327,0.005,0.5574,0.5403,0.693,6062,4.1,1.2,0.7,1.0,23.0,2.1,27.9,23.1,0.0,4.8,1.6
25017373901,0.059,0.0747,0.3208,0.4497,0.0483,2934,5.7,0.0,1.5,2.4,26.2,1.6,22.6,6.3,0.0,3.4,0.0
25017373902,0.2706,0.1626,0.2819,0.4747,0.435,3641,4.7,2.5,0.5,2.9,32.0,0.8,23.5,44.3,0.0,6.8,1.0
25017374000,0.3208,0.118,0.3076,0.6015,0.5581,4525,10.7,2.5,1.6,0.7,21.8,2.6,31.8,14.7,0.0,6.1,5.8
25017374100,0.4626,0.2272,0.5719,0.6596,0.5562,4976,10.7,2.8,1.1,2.1,16.3,5.9,36.7,22.6,0.0,6.3,1.6
25017374200,0.1638,0.2254,0.4382,0.4472,0.0747,4213,2.9,2.2,4.9,4.7,17.5,3.8,22.5,4.0,0.0,1.7,0.0
25017374300,0.0578,0.0377,0.3132,0.3398,0.1055,3757,2.1,5.2,0.9,0.2,19.1,0.9,16.6,2.1,0.0,3.3,0.6
25017374400,0.4852,0.0395,0.8763,0.6221,0.6397,5599,6.1,2.2,2.2,0.0,23.9,6.0,33.3,22.8,0.0,9.2,2.4
25017374500,0.3647,0.2285,0.4488,0.6134,0.3961,4600,10.4,3.8,3.0,0.6,15.5,1.3,32.7,2.1,0.0,6.2,3.2
25017374600,0.1444,0.091,0.4721,0.4997,0.1255,5360,2.6,3.9,2.8,0.9,13.4,1.7,24.9,0.4,0.5,2.5,0.0
25017374700,0.5336,0.5009,0.4206,0.5615,0.5543,4700,12.3,4.5,6.5,1.6,13.1,3.5,29.6,15.3,0.0,9.9,0.2
25017374800,0.5455,0.3151,0.1927,0.5259,0.936,5104,10.4,3.8,4.3,1.9,18.4,1.1,26.8,21.4,1.5,4.0,29.4
25017382100,0.1739,0.0722,0.5016,0.4035,0.2172,5174,4.3,4.0,1.0,1.2,19.0,1.4,19.8,4.0,0.0,4.5,2.4
25017382200,0.1004,0.1111,0.2693,0.1255,0.2034,5520,4.5,1.5,1.8,2.9,20.2,0.0,8.4,4.0,0.0,2.6,0.5
25017382300,0.162,0.0816,0.4978,0.3123,0.2153,5880,4.1,1.7,1.9,1.8,16.9,1.1,15.3,3.8,0.0,5.8,1.6
25017382400,0.3465,0.2159,0.7307,0.3092,0.2687,5279,11.1,1.9,0.9,1.3,20.6,2.6,15.2,22.9,0.0,4.5,0.0
25017382500,0.3792,0.3453,0.1168,0.4966,0.6403,5349,9.4,6.5,0.5,0.5,11.8,4.5,24.7,31.8,0.0,10.6,0.4
25017382601,0.3164,0.2411,0.0653,0.8107,0.6428,4573,7.3,3.1,6.1,1.0,9.4,4.8,51.6,47.0,0.0,2.8,2.0
25017382602,0.6315,0.1933,0.8933,0.5078,0.8067,4814,8.7,2.5,1.9,0.9,27.3,3.7,25.6,33.7,0.1,14.6,0.1
25017383101,0.9127,0.8694,0.6441,0.8951,0.968,3663,25.2,3.1,31.4,16.4,10.8,41.3,68.4,46.5,0.0,23.5,13.0
25017383102,0.9862,0.99,0.9328,0.9538,0.9291,5379,44.2,18.4,24.3,9.1,5.5,22.5,85.3,38.7,1.0,21.2,0.0
25017383200,0.8625,0.8336,0.8079,0.877,0.7897,6361,21.3,4.1,22.5,11.2,11.1,23.5,64.5,20.8,0.0,11.8,4.2
25017383300,0.8908,0.7112,0.8989,0.7883,0.9454,3503,14.5,2.3,17.3,7.9,17.2,20.1,48.5,34.9,0.0,24.4,8.1
25017383401,0.8293,0.7728,0.737,0.7883,0.8431,2896,15.4,5.7,6.9,6.7,10.4,18.7,48.5,28.1,0.0,6.4,5.3
25017383402,0.575,0.6171,0.5964,0.8364,0.2743,3628,27.2,2.1,19.8,0.8,9.1,18.2,56.0,22.0,0.0,1.6,0.4
25017383501,0.9115,0.9203,0.9077,0.7477,0.7345,4073,31.3,8.9,14.5,5.5,20.7,6.1,44.1,32.9,0.0,16.1,0.6
25017383502,0.6234,0.656,0.4225,0.7395,0.5072,3885,4.0,6.5,10.1,7.3,15.3,11.9,43.3,9.5,0.0,2.7,29.1
25017383600,0.7659,0.6491,0.7784,0.669,0.7847,5959,10.6,5.7,9.8,4.4,27.0,4.1,37.3,29.1,0.0,5.3,6.8
25017383700,0.3553,0.4062,0.2498,0.5203,0.334,5237,9.0,2.1,4.9,3.9,14.7,1.0,26.4,19.5,0.0,4.8,0.2
25017383800,0.1664,0.1864,0.1839,0.544,0.2109,6332,4.3,4.2,2.4,1.9,16.0,0.9,28.4,10.6,0.0,0.9,0.2
25017383902,0.135,0.0829,0.5549,0.5259,0.0816,6043,7.7,2.6,2.2,1.0,21.8,3.7,26.8,1.0,0.0,0.7,0.1
25017383903,0.0954,0.2392,0.1073,0.6902,0.0621,2655,8.5,4.9,3.7,0.3,19.7,0.0,38.6,0.9,0.0,4.8,0.2
25017383904,0.3955,0.2266,0.3566,0.4934,0.6039,5124,8.8,3.9,3.7,0.7,25.7,2.3,24.5,16.6,0.0,11.8,2.0
25017384003,0.5261,0.4011,0.2103,0.6933,0.7853,5583,12.4,0.7,2.1,2.7,18.4,1.7,38.7,70.5,0.0,9.3,0.4
25017384004,0.5292,0.4231,0.5135,0.6952,0.521,1484,5.8,8.3,2.2,6.0,17.8,2.1,38.8,28.2,0.0,0.7,3.8
25017385101,0.1174,0.0496,0.0898,0.7539,0.349,3101,5.7,1.1,3.2,1.2,14.0,5.4,44.5,42.6,0.0,1.6,0.0
25017385102,0.194,0.1676,0.1758,0.4035,0.3647,4840,9.8,2.7,0.9,1.5,14.2,1.4,19.8,11.1,0.0,12.7,1.0
25017385201,0.5166,0.366,0.7508,0.5553,0.4087,2716,7.4,1.7,4.9,6.4,30.5,6.5,29.3,13.1,0.0,4.3,0.9
25017385203,0.1657,0.1789,0.3836,0.5353,0.1136,4636,5.7,7.4,1.7,0.7,20.0,1.8,27.6,1.3,0.0,2.9,1.1
25017385204,0.0942,0.1814,0.2254,0.6746,0.0377,3341,4.0,4.7,4.1,1.4,10.1,5.9,37.8,2.1,0.0,0.0,0.3
25017386100,0.0176,0.1381,0.081,0.3704,0.0163,4404,2.6,6.7,1.2,1.1,15.7,0.0,17.9,1.9,0.0,1.5,0.0
25017387100,0.2819,0.2134,0.199,0.2336,0.5756,4406,7.2,5.1,3.4,0.2,18.5,0.1,12.3,12.3,1.7,4.6,0.7
25017387201,0.1425,0.2944,0.1469,0.3304,0.1607,5931,9.0,4.8,3.4,1.9,17.9,0.3,16.1,9.2,0.0,3.3,0.6
25017387202,0.1124,0.194,0.2461,0.2036,0.1312,4565,2.4,4.3,4.1,2.5,16.5,2.3,11.2,0.7,0.0,3.5,0.0
25017388100,0.3051,0.3798,0.1199,0.5928,0.3679,5462,6.5,5.4,2.6,4.3,12.3,1.6,31.3,27.7,0.0,3.9,0.0
