FIPS,svi_rpl_themes,svi_rpl_theme1,svi_rpl_theme2,svi_rpl_theme3,svi_rpl_theme4,svi_e_totpop,svi_ep_pov150,svi_ep_unemp,svi_ep_nohsdp,svi_ep_uninsur,svi_ep_age65,svi_ep_limeng,svi_ep_minrty,svi_ep_munit,svi_ep_mobile,svi_ep_noveh,svi_ep_groupq
25023506202,0.1055,0.2379,0.2674,0.0162,0.1186,2788,6.6,4.5,1.1,1.7,22.5,0.5,3.2,6.6,0.0,2.3,0.0
25023506203,0.1281,0.5819,0.1475,0.0056,0.0295,5699,7.3,6.2,5.7,4.1,20.0,0.0,1.8,5.5,0.0,1.5,0.0
25023506205,0.0439,0.2298,0.108,0.0187,0.0778,2153,7.2,6.9,0.5,1.3,18.6,0.0,3.4,1.1,0.0,12.8,0.0
25023506206,0.1902,0.4928,0.1877,0.0206,0.123,2484,14.2,5.5,0.7,2.8,21.9,0.0,3.5,5.9,0.0,1.2,1.1
25023507101,0.1933,0.0628,0.3886,0.0668,0.4984,5491,6.5,2.2,0.5,1.3,20.4,0.3,6.3,11.2,0.0,8.5,2.3
25023507103,0.0157,0.108,0.1394,0.0575,0.0264,4214,4.3,5.8,1.2,1.0,22.6,0.0,6.0,0.0,0.0,0.4,0.4
25023507104,0.4105,0.5813,0.602,0.0406,0.1795,6336,9.5,4.7,8.6,3.8,26.8,0.0,5.0,13.1,0.0,4.9,0.3
25023508101,0.0621,0.0471,0.1331,0.1043,0.312,7279,3.4,2.7,3.3,0.0,17.6,0.2,7.7,10.9,0.0,5.2,0.3
25023508102,0.0257,0.1412,0.2988,0.0762,0.0056,4791,5.8,4.4,2.2,0.8,17.3,0.3,6.6,0.0,0.0,2.1,0.0
25023508200,0.0527,0.1343,0.1356,0.0731,0.1368,6260,6.2,2.8,3.1,0.7,15.7,0.0,6.5,5.8,0.0,0.7,1.9
25023509101,0.3358,0.2505,0.3949,0.0575,0.5556,7136,5.2,0.7,3.0,3.0,17.3,0.3,6.0,2.3,0.6,1.3,3.2
25023509102,0.354,0.0986,0.607,0.0406,0.6729,6566,5.8,2.3,2.4,0.9,24.9,1.0,5.0,2.1,9.2,9.5,0.4
25023510100,0.5242,0.8016,0.1959,0.7976,0.1726,4729,15.9,11.4,6.9,9.2,12.7,2.8,49.4,0.7,0.0,4.0,0.1
25023510200,0.6981,0.6842,0.7866,0.8982,0.3528,6864,14.8,2.2,13.7,6.0,14.1,8.1,69.1,6.4,0.0,7.0,0.0
25023510300,0.9253,0.9592,0.9284,0.9507,0.6102,4516,27.4,9.2,19.9,11.0,9.4,22.8,83.9,1.4,0.0,23.0,0.8
25023510400,0.9686,0.9579,0.9479,0.9719,0.823,3782,39.5,8.4,35.0,4.1,8.3,18.7,91.1,9.8,0.0,18.9,2.9
25023510501,0.8393,0.6384,0.9159,0.8851,0.8418,3741,15.5,3.9,16.4,2.4,14.1,11.5,66.1,15.0,0.0,12.2,2.7
25023510503,0.995,0.919,0.9868,0.9138,0.9944,4271,28.8,9.2,14.0,4.1,18.8,7.4,72.0,33.7,2.4,21.2,5.4
25023510504,0.9335,0.818,0.7997,0.93,0.9862,2388,25.5,3.0,14.9,5.9,16.8,15.3,77.9,31.9,0.9,32.7,0.3
25023510505,0.8845,0.8355,0.8625,0.9238,0.8004,4495,25.4,10.8,15.3,2.4,14.7,14.7,76.8,49.6,0.0,25.1,0.2
25023510600,0.4357,0.4319,0.2586,0.7389,0.4105,3450,8.4,7.9,7.6,0.8,20.1,2.9,43.1,0.0,1.0,2.9,4.1
25023510700,0.7746,0.5976,0.8745,0.8401,0.72,6886,13.6,2.5,16.8,1.6,13.8,14.3,56.8,1.4,0.3,10.3,0.1
25023510800,0.9014,0.9259,0.7659,0.9875,0.774,8026,28.3,10.9,22.1,4.0,7.5,14.0,94.8,10.1,0.0,16.8,0.9
25023510900,1.0,0.9994,0.9906,0.9288,0.9981,2462,59.0,23.8,45.9,4.8,19.3,29.8,77.8,60.8,0.6,55.0,10.7
25023511000,0.9065,0.9266,0.9209,0.9463,0.5876,2982,37.7,6.6,27.0,4.4,6.0,9.4,82.9,16.0,0.0,17.8,0.1
25023511100,0.5154,0.4909,0.7225,0.8351,0.1802,5814,10.9,3.0,12.4,1.4,16.2,4.1,55.7,0.0,0.0,5.0,0.3
25023511200,0.9874,0.828,0.9837,0.8869,0.995,5381,23.0,6.1,26.3,2.4,16.9,16.1,66.6,20.2,2.0,22.9,2.2
25023511301,0.8707,0.769,0.9171,0.9319,0.7615,6248,12.4,10.3,17.4,1.6,13.6,7.6,78.2,10.0,0.0,11.2,3.5
25023511302,0.8456,0.8456,0.8701,0.9026,0.5782,3470,25.2,8.9,14.1,5.1,17.6,2.7,69.9,16.1,0.0,6.0,0.6
25023511400,0.8424,0.9435,0.833,0.96,0.376,4619,26.4,7.5,36.1,4.8,6.0,13.2,87.4,1.4,0.0,12.0,0.0
25023511500,0.8362,0.904,0.8318,0.975,0.4394,5136,18.4,13.8,24.6,14.7,7.5,22.2,92.2,3.1,0.0,24.7,0.0
25023511601,0.865,0.8098,0.7546,0.8957,0.8638,3807,13.3,16.8,13.0,3.6,12.7,4.5,68.5,12.8,0.0,26.1,1.7
25023511602,0.8129,0.6303,0.7872,0.852,0.9134,3500,18.6,2.3,16.5,2.7,20.7,4.5,58.6,27.2,0.7,32.5,2.6
25023511701,0.6221,0.6503,0.7633,0.8207,0.2159,5364,5.8,9.8,12.7,4.6,15.8,7.0,52.9,0.0,0.0,1.8,0.5
25023511702,0.5763,0.4809,0.521,0.7908,0.5317,2782,3.4,8.2,11.2,1.8,18.7,2.6,48.6,26.0,0.0,2.4,8.0
25023520100,0.3371,0.4419,0.2549,0.2186,0.3453,7260,7.6,4.9,3.9,3.5,11.4,1.9,11.7,3.5,0.0,3.0,2.3
25023520201,0.2341,0.511,0.2185,0.4778,0.0659,3481,12.1,5.8,8.8,0.4,14.6,1.5,23.6,0.9,0.0,6.4,0.1
25023520202,0.1645,0.4105,0.2122,0.2092,0.0948,6262,14.4,3.8,2.4,2.0,12.9,1.3,11.4,20.8,0.0,2.8,0.0
25023521101,0.4093,0.4589,0.7445,0.2536,0.145,4534,8.8,4.9,7.4,1.0,15.2,2.7,13.0,8.8,0.0,3.0,0.0
25023521102,0.2285,0.5556,0.2699,0.1993,0.0647,3616,10.7,6.9,4.4,1.9,15.7,1.0,11.0,4.6,0.0,3.5,0.1
25023521201,0.4959,0.5229,0.2291,0.2455,0.7043,3112,11.7,2.2,7.6,3.0,11.2,4.0,12.7,22.1,0.0,6.5,1.7
25023521202,0.0508,0.0571,0.091,0.1118,0.2938,3884,3.0,4.4,2.1,0.3,14.7,0.1,8.0,3.6,0.6,1.4,0.4
25023522101,0.1959,0.4551,0.3741,0.1711,0.0546,4874,7.4,5.3,4.8,1.8,13.3,1.0,10.0,0.0,0.0,5.1,0.3
25023522102,0.1507,0.2348,0.3252,0.2623,0.1362,5745,4.1,3.3,7.8,0.3,22.7,0.0,13.2,1.2,0.0,2.6,0.6
25023523100,0.4244,0.6541,0.3974,0.1899,0.2072,3583,12.2,5.5,5.6,10.9,7.3,0.6,10.7,0.0,0.0,8.3,0.1
25023523201,0.2228,0.1795,0.4231,0.1774,0.3189,2972,10.7,0.9,5.0,1.0,16.7,0.9,10.2,5.0,0.0,7.7,3.3
25023523203,0.2994,0.2316,0.3559,0.0837,0.5078,4281,2.7,8.2,3.6,0.4,15.2,0.3,6.9,3.3,2.0,4.9,0.0
25023523204,0.3967,0.4269,0.5204,0.2536,0.3214,3546,6.8,4.9,7.0,1.9,24.0,1.4,13.0,0.8,1.0,3.3,0.0
25023524101,0.2442,0.2241,0.1601,0.0406,0.597,3283,5.6,3.6,2.5,1.5,18.2,0.4,5.0,0.0,0.5,2.2,4.1
25023524102,0.3139,0.5078,0.2957,0.2249,0.1977,4365,11.0,5.2,3.7,3.4,18.5,2.3,11.9,2.1,6.4,2.2,0.0
25023525101,0.4922,0.5807,0.3346,0.3167,0.4859,7075,12.1,3.3,6.1,3.3,14.5,0.0,15.6,22.5,0.0,3.2,0.7
25023525104,0.1343,0.1481,0.1325,0.1081,0.4062,7186,6.0,2.7,1.8,2.8,21.0,0.0,7.8,2.4,0.0,4.3,2.6
25023525204,0.0188,0.0665,0.3045,0.2861,0.0031,4005,1.7,2.6,2.6,1.8,9.6,1.0,14.3,0.0,0.0,0.5,0.0
25023526100,0.2486,0.2976,0.2524,0.1399,0.3672,7728,5.4,1.4,3.7,2.9,17.2,0.0,8.9,0.3,15.2,5.3,0.0
25023530100,0.5882,0.5744,0.5198,0.1961,0.683,4376,11.4,5.2,6.2,3.8,25.6,0.3,10.9,18.9,9.0,8.0,0.0
25023530200,0.7407,0.9014,0.4696,0.376,0.5731,4418,26.5,18.1,5.9,7.6,15.8,6.0,18.2,9.9,0.0,18.0,2.2
25023530300,0.5618,0.7583,0.3057,0.268,0.4275,3852,13.5,5.9,6.3,6.3,20.4,2.1,13.6,27.1,0.0,9.4,0.1
25023530400,0.1306,0.086,0.5694,0.1193,0.1488,5698,2.2,1.8,3.9,1.2,26.9,1.8,8.2,0.0,17.3,0.0,0.1
25023530500,0.7508,0.7401,0.8851,0.3673,0.5242,5745,17.7,5.6,9.1,2.8,26.7,3.4,17.7,13.8,0.0,4.1,8.7
25023530600,0.1438,0.1733,0.0816,0.2249,0.4645,6286,3.0,2.0,7.3,2.2,15.6,0.2,11.9,0.5,0.0,3.3,15.5
25023530700,0.2611,0.2925,0.1682,0.0031,0.5367,6435,7.6,2.8,1.4,3.7,47.8,0.0,1.4,13.2,2.1,4.4,0.4
25023530801,0.1463,0.1877,0.3729,0.0606,0.2003,6705,7.6,2.3,2.7,1.6,26.3,0.0,6.1,0.0,2.8,2.1,0.2
25023530802,0.1205,0.2574,0.1519,0.2804,0.1525,4667,4.5,8.7,3.0,1.0,23.1,0.0,14.1,2.3,0.0,2.6,0.6
25023530902,0.28,0.3315,0.1952,0.1649,0.447,4496,2.2,7.3,5.1,1.3,23.3,0.1,9.8,2.5,2.0,0.7,0.5
25023530903,0.4394,0.3967,0.6447,0.1899,0.3986,5769,9.7,4.1,2.8,1.6,17.6,1.3,10.7,10.4,2.4,1.7,0.0
25023530904,0.0898,0.408,0.2298,0.2167,0.0138,3181,5.1,10.0,1.9,2.4,12.1,0.0,11.6,1.0,0.0,1.5,0.0
25023540101,0.4827,0.4739,0.4947,0.1555,0.5631,4431,13.7,2.6,5.1,1.5,19.6,0.0,9.4,9.0,4.9,3.0,0.1
25023540102,0.285,0.5129,0.3377,0.0575,0.167,2632,7.2,9.0,6.7,2.9,18.2,0.0,6.0,0.0,0.0,2.3,2.2
25023540103,0.0446,0.1105,0.2191,0.0237,0.0935,4562,3.4,4.1,7.4,0.0,12.4,0.9,3.7,0.0,0.0,0.8,0.5
25023541100,0.0502,0.1607,0.1915,0.0094,0.0822,5727,6.6,4.0,3.1,1.4,18.8,0.0,2.7,0.6,0.0,3.2,0.1
25023542101,0.1582,0.484,0.1977,0.1218,0.064,7791,8.5,6.1,4.9,2.8,15.5,1.3,8.3,0.0,0.0,2.4,1.1
25023542102,0.6466,0.5173,0.6478,0.0831,0.8613,2499,12.6,4.3,9.0,2.0,22.6,0.7,6.8,7.5,8.3,6.0,3.9
25023542200,0.533,0.4149,0.5675,0.2536,0.6886,6171,4.0,5.8,5.2,3.0,35.0,0.5,13.0,0.9,10.0,2.4,2.1
25023542301,0.6585,0.7985,0.4997,0.2904,0.5311,3750,21.5,6.5,10.3,3.3,12.8,0.2,14.6,9.9,0.0,10.4,3.1
25023542302,0.6849,0.5148,0.7106,0.0931,0.9002,4057,23.9,1.4,3.0,2.7,14.6,1.2,7.2,26.8,1.9,9.0,1.7
25023543100,0.2567,0.4495,0.4953,0.0144,0.1193,2923,14.7,4.4,7.4,1.4,22.4,0.0,3.1,2.5,0.0,1.5,0.4
25023544100,0.2881,0.4884,0.3007,0.2036,0.1701,5622,12.9,4.2,4.7,1.9,14.8,0.0,11.2,0.0,1.8,2.5,0.1
25023544200,0.4865,0.5863,0.5932,0.1711,0.3277,6019,12.0,3.7,7.3,2.2,28.3,0.4,10.0,0.0,31.7,6.0,0.2
25023545100,0.6729,0.6554,0.72,0.4254,0.5782,7039,17.8,4.6,6.1,2.7,28.8,0.0,21.2,2.4,15.6,3.2,0.4
25023545200,0.7181,0.6296,0.5769,0.3991,0.8845,7134,9.3,6.8,11.1,1.5,18.0,0.3,19.6,5.3,9.8,7.2,0.6
25023545300,0.6284,0.8085,0.7797,0.4235,0.1356,4313,17.6,13.3,6.3,6.4,31.5,0.8,21.1,3.0,0.0,6.4,0.4
25023545400,0.6535,0.5851,0.7414,0.1587,0.7169,4706,10.6,2.8,8.1,3.3,36.7,2.4,9.5,0.9,1.4,5.7,3.8
25023560100,0.0289,0.096,0.2222,0.0881,0.032,6511,3.2,4.0,3.3,1.0,30.3,0.0,7.1,2.5,0.0,1.4,0.1
25023561100,0.4413,0.408,0.705,0.4122,0.2549,5305,9.2,5.4,3.8,1.8,25.8,3.3,20.4,3.3,0.0,4.3,5.4
25023561400,0.6127,0.5016,0.7175,0.3629,0.6259,6164,13.9,9.2,3.3,0.3,26.2,1.0,17.6,26.0,5.4,1.4,0.1
25023980200,0.2869,0.6183,0.0301,0.6933,0.2994,1572,30.6,39.6,24.0,0.0,16.8,1.0,38.7,0.0,0.0,11.1,90.6
25023980300,0.1557,0.6246,0.0082,0.4585,0.2473,2529,90.2,6.4,0.0,0.4,0.0,0.0,22.9,9.3,0.0,0.0,96.8
25025000101,0.0753,0.3371,0.0113,0.5578,0.2731,1734,17.9,5.0,0.3,1.4,5.4,0.5,29.4,10.0,0.0,19.1,0.2
25025000102,0.7797,0.7954,0.5053,0.8145,0.7778,3979,32.3,3.6,15.2,4.7,11.0,8.2,52.3,39.2,0.0,17.9,0.9
25025000201,0.597,0.7916,0.0785,0.6665,0.6221,4375,21.0,4.8,9.9,6.0,9.6,10.0,37.2,2.0,0.0,14.5,1.5
25025000202,0.7602,0.6773,0.349,0.7164,0.9485,3892,28.6,3.0,15.7,2.2,11.4,7.1,41.0,18.9,2.5,12.1,1.0
25025000301,0.4426,0.2894,0.1532,0.6152,0.779,2719,14.0,1.4,7.2,2.0,9.4,2.5,32.8,26.8,0.0,13.4,4.1
25025000302,0.2429,0.3421,0.162,0.6839,0.1959,3231,8.5,3.3,5.7,3.6,12.6,5.4,38.3,13.2,0.0,6.6,0.2
25025000401,0.6478,0.5417,0.5229,0.619,0.7508,4898,26.6,2.9,4.3,3.1,23.4,15.9,33.0,70.3,0.0,44.9,0.0
25025000402,0.5807,0.5738,0.0678,0.6402,0.9127,3795,21.4,4.2,2.5,2.8,12.0,6.4,35.0,24.8,0.0,19.2,5.3
25025000502,0.6102,0.6403,0.0634,0.6271,0.9228,5382,27.1,7.4,0.1,2.2,7.1,2.3,33.4,79.8,0.0,48.7,47.3
25025000503,0.4708,0.6108,0.0352,0.4778,0.8387,2099,18.8,2.9,1.7,10.5,4.5,2.1,23.6,83.9,0.0,45.7,1.8
25025000505,0.7533,0.5832,0.4444,0.7364,0.9548,2117,35.7,7.1,1.1,0.8,20.3,4.2,42.7,73.8,0.0,49.7,3.5
25025000506,0.4633,0.4783,0.0891,0.6515,0.7125,2513,29.0,2.8,1.8,1.4,15.5,9.8,35.9,72.1,0.0,44.2,0.4
25025000601,0.6014,0.4294,0.2436,0.6546,0.8983,4000,12.3,1.9,13.1,1.9,13.3,10.4,36.2,27.4,0.0,16.2,3.6
25025000603,0.9209,0.8632,0.8161,0.9269,0.9215,1650,60.3,4.0,9.2,5.5,14.5,19.9,77.6,79.2,0.0,55.4,0.4
25025000604,0.6861,0.7426,0.1814,0.7851,0.752,2347,42.0,4.4,3.4,3.3,10.7,12.6,48.2,59.6,0.0,46.1,0.0
25025000701,0.6717,0.7734,0.054,0.6171,0.9385,4349,29.1,10.3,1.6,4.8,5.4,5.8,32.9,83.2,0.0,58.0,0.8
25025000703,0.6742,0.7972,0.0521,0.7308,0.9096,1701,41.2,9.6,0.0,4.1,0.9,3.0,42.4,77.4,0.0,70.7,0.5
25025000704,0.6642,0.7564,0.0433,0.7614,0.9416,4192,28.8,4.4,5.0,4.9,5.9,5.3,45.2,73.0,1.6,49.8,0.0
25025000804,0.5976,0.4677,0.2341,0.7633,0.8343,3224,16.0,3.0,0.7,4.1,7.8,2.3,45.3,21.6,0.0,31.6,1.0
25025000805,0.629,0.6955,0.0295,0.8214,0.946,3095,42.8,5.9,7.4,0.2,4.7,5.7,53.0,57.8,0.0,51.6,9.9
25025000806,0.4934,0.6133,0.0044,0.7477,0.9667,2390,32.0,7.8,0.0,1.1,0.0,0.2,44.1,82.2,0.0,64.1,44.8
25025000807,-999.0,-999.0,-999.0,0.7452,-999.0,3079,75.6,10.6,0.0,1.0,0.0,0.5,43.8,-999.0,-999.0,-999.0,100.0
25025010103,0.6397,0.7665,0.01,0.7745,0.9755,3397,34.5,17.7,0.0,2.7,0.2,1.2,46.9,67.6,0.0,59.6,82.2
25025010104,0.6045,0.7715,0.0465,0.7002,0.8154,4791,34.7,7.9,3.9,2.4,7.9,3.6,39.3,62.9,0.0,61.7,45.5
25025010204,0.7527,0.8537,0.0395,0.7133,0.9856,3354,39.9,17.0,6.5,2.8,2.4,3.8,40.6,64.7,0.0,47.8,48.9
25025010205,0.5832,0.5951,0.0282,0.802,0.9586,4036,30.9,3.3,1.2,3.2,6.2,5.4,50.7,96.6,0.0,59.2,3.0
25025010206,0.4915,0.5669,0.0232,0.812,0.8814,2218,35.7,3.6,1.8,1.2,1.2,3.7,51.9,90.3,0.0,53.8,0.9
25025010300,0.5844,0.7219,0.0515,0.6483,0.8236,4769,21.8,8.3,9.1,0.9,0.5,1.6,35.5,73.3,0.0,63.7,91.1
25025010403,0.6215,0.7269,0.1161,0.7839,0.6679,2665,58.4,6.0,1.2,2.5,15.7,7.7,48.1,91.2,0.0,71.1,0.0
25025010404,0.6987,0.8832,0.0182,0.7564,0.9492,4585,49.2,11.7,7.5,2.5,2.1,1.7,44.6,66.0,0.0,70.5,50.3
25025010405,0.8468,0.8606,0.2724,0.8382,0.9711,5921,48.9,21.2,16.4,1.0,6.5,5.3,56.5,77.5,0.0,63.1,70.9
25025010408,0.4306,0.6698,0.027,0.6765,0.6183,1349,33.4,4.9,2.4,2.4,2.4,1.2,37.9,97.8,0.0,63.8,0.0
25025010500,0.7853,0.7489,0.1638,0.8176,0.9812,3330,37.1,8.8,1.6,2.5,12.6,4.0,52.7,64.2,0.0,69.5,17.4
25025010600,0.4193,0.3503,0.0929,0.6402,0.7357,3174,20.0,2.9,2.4,0.1,19.3,0.9,35.0,85.4,0.0,44.0,0.0
25025010701,0.1048,0.0847,0.0063,0.5066,0.7753,2314,8.6,2.7,0.0,1.3,7.6,0.0,25.5,40.5,0.0,46.7,15.0
25025010702,0.2323,0.0295,0.0791,0.4678,0.8569,2084,8.5,1.5,0.5,0.3,22.6,0.4,23.3,45.5,0.0,35.6,6.6
25025010801,0.3346,0.3126,0.0326,0.3916,0.8738,2730,11.4,2.5,0.5,2.3,17.2,0.4,19.2,53.7,0.0,51.1,11.6
25025010802,0.2241,0.1908,0.0264,0.3254,0.8701,3316,8.1,5.5,1.1,0.5,9.5,0.8,16.0,36.9,0.0,41.7,3.7
25025020101,0.0986,0.1193,0.0534,0.1299,0.5461,4041,5.7,3.7,0.1,1.9,24.8,0.0,8.5,25.9,0.0,40.3,0.1
25025020200,0.0546,0.167,0.0257,0.3417,0.3572,3132,14.8,0.6,3.4,0.0,8.2,2.1,16.7,25.2,0.0,71.0,0.0
25025020301,0.5198,0.2178,0.1017,0.7102,0.9824,2356,13.6,2.6,1.4,0.4,16.3,3.2,40.4,95.9,0.0,67.1,3.8
25025020302,0.1073,0.1695,0.0452,0.2736,0.4727,1031,7.5,5.1,1.9,0.0,10.2,0.0,13.8,25.9,0.0,73.6,0.0
25025020304,0.2279,0.2624,0.0207,0.5322,0.7935,1200,15.1,1.9,0.3,3.6,1.8,0.5,27.5,96.3,0.0,43.6,8.1
25025020305,0.6164,0.4821,0.0684,0.6471,0.9881,3950,17.7,5.5,5.7,0.0,9.4,2.5,35.4,96.2,0.0,61.0,9.5
25025030100,0.1538,0.5323,0.0094,0.3598,0.3773,2188,23.3,1.1,6.4,3.3,9.6,0.6,17.5,33.3,0.0,62.4,0.0
25025030200,0.1023,0.1142,0.0144,0.2992,0.7451,1591,11.3,0.7,2.6,1.0,5.4,0.6,14.8,47.1,0.0,49.8,0.0
25025030301,0.1569,0.2693,0.0778,0.2536,0.3748,1478,7.0,9.6,0.0,1.2,46.3,0.0,13.0,95.1,0.0,24.8,0.0
25025030302,0.6152,0.6328,0.0446,0.6221,0.9768,2377,32.2,9.9,3.0,1.7,9.6,2.0,33.3,97.2,0.0,75.3,41.8
25025030400,0.5185,0.5072,0.1067,0.2648,0.8945,3842,13.9,4.8,2.0,3.0,14.5,0.4,13.4,40.5,0.0,54.1,2.8
25025030500,0.3434,0.2994,0.0389,0.2386,0.9209,2235,9.2,3.0,4.2,1.1,12.9,3.0,12.4,58.0,0.0,49.2,1.8
25025040100,0.3245,0.1067,0.2197,0.386,0.7476,2591,11.5,1.7,3.3,0.7,16.8,2.9,18.8,33.6,0.0,21.3,0.2
25025040200,0.752,0.7131,0.7803,0.7995,0.5449,1679,26.8,5.1,13.3,2.6,9.3,3.2,49.9,13.6,0.0,23.1,0.0
25025040300,0.1017,0.0308,0.1287,0.386,0.4049,4803,5.7,1.2,2.9,0.7,9.5,0.5,18.8,13.2,0.0,20.4,0.0
25025040401,0.639,0.2712,0.8562,0.5034,0.7878,2872,13.4,1.5,4.1,1.2,15.6,6.5,25.2,38.4,0.0,25.7,0.4
25025040600,0.2461,0.1538,0.064,0.4197,0.7533,3758,8.4,2.2,0.8,1.8,8.2,2.8,20.9,36.8,0.0,10.9,0.5
25025040801,0.7941,0.6478,0.7972,0.7414,0.8475,4129,23.7,4.7,15.9,0.2,17.8,9.1,43.4,67.3,0.0,25.7,0.8
25025050101,0.9228,0.887,0.8431,0.9063,0.8889,5304,27.3,7.8,36.5,3.7,7.8,28.6,70.9,14.8,0.0,35.7,1.6
25025050200,0.8694,0.9379,0.6924,0.9101,0.7024,5400,28.9,7.9,30.1,7.3,6.6,29.7,71.4,17.8,0.0,39.0,0.0
25025050300,0.8814,0.8663,0.5819,0.8557,0.9284,3515,26.2,5.3,20.3,8.0,12.9,17.1,59.4,71.2,0.0,37.1,0.7
25025050400,0.8531,0.8362,0.5292,0.817,0.9297,2072,27.5,4.3,24.2,12.0,13.6,13.6,52.5,15.2,2.9,51.8,0.0
25025050500,0.6899,0.8726,0.0615,0.8795,0.7188,2134,19.3,7.8,18.6,5.5,2.5,19.4,65.4,37.3,0.0,22.0,0.0
25025050600,0.7596,0.7533,0.5493,0.9101,0.6874,2584,15.6,2.0,28.3,4.1,5.2,33.1,71.4,15.6,0.0,43.1,0.0
25025050700,0.8613,0.9736,0.5901,0.9275,0.624,4906,28.6,11.4,29.5,9.8,5.3,43.5,77.7,0.9,0.0,41.5,0.3
25025050901,0.8964,0.8933,0.7564,0.9219,0.8274,4530,29.8,11.2,29.4,3.8,4.4,29.3,75.7,1.2,2.8,31.3,0.0
25025051000,0.7238,0.801,0.4708,0.8507,0.5374,4971,14.5,4.9,16.3,9.8,10.6,17.5,58.5,6.8,0.0,16.5,0.1
25025051101,0.8092,0.8807,0.4338,0.8663,0.7671,6754,24.7,13.6,17.8,9.1,9.3,15.6,62.1,11.9,0.0,20.3,1.4
25025051200,0.4344,0.4513,0.0697,0.722,0.7031,3164,11.9,3.6,8.2,2.5,6.8,6.7,41.6,30.7,0.0,26.8,0.2
25025060101,0.0615,0.01,0.0628,0.0462,0.6014,3587,4.1,3.7,0.3,0.2,9.0,0.2,5.2,18.5,0.0,17.0,0.4
25025060200,0.0565,0.2668,0.0377,0.0637,0.2668,2282,8.7,5.5,1.6,1.8,10.0,0.9,6.2,0.0,0.0,19.9,0.4
25025060301,0.1632,0.1161,0.0609,0.1118,0.7338,3786,16.6,1.1,1.6,0.9,12.5,0.5,8.0,12.3,0.0,18.3,1.3
25025060400,0.0044,0.0163,0.005,0.0119,0.393,5071,2.5,0.0,2.3,1.4,9.5,0.0,3.0,10.4,0.0,17.4,0.1
25025060501,0.0182,0.0301,0.0075,0.4104,0.3886,4305,4.5,2.3,3.3,0.3,8.9,0.0,20.2,13.2,0.0,15.1,0.0
25025060601,0.2699,0.1255,0.0364,0.7021,0.8537,1830,8.0,0.0,3.2,2.7,9.1,6.9,39.5,40.5,0.0,37.9,0.7
25025060602,0.0866,0.1952,0.0013,0.4066,0.7389,416,16.6,3.6,0.0,0.0,0.0,0.0,20.0,100.0,0.0,50.8,0.0
25025060603,0.0138,0.0113,0.0025,0.3379,0.5794,1241,3.2,1.7,0.0,0.8,4.0,0.0,16.4,96.2,0.0,45.3,0.0
25025060604,0.0609,0.0069,0.0169,0.4385,0.7351,2772,4.9,3.2,0.0,0.3,8.9,1.6,22.0,99.7,0.0,39.1,0.0
25025060700,0.9743,0.9535,0.9812,0.9675,0.8085,1908,53.9,31.3,29.6,2.5,14.3,30.3,90.0,30.1,0.0,69.0,0.2
25025060800,0.1224,0.2116,0.0113,0.3379,0.7012,4328,8.5,4.9,3.7,0.7,5.3,1.0,16.4,8.6,0.0,27.0,0.8
25025061000,0.5505,0.3679,0.5807,0.7358,0.58,2860,39.0,1.4,14.4,0.0,8.4,10.5,42.6,21.6,0.0,41.8,0.0
25025061101,0.9353,0.9542,0.936,0.8838,0.6723,2295,52.6,11.4,17.1,4.1,4.7,18.7,65.6,18.0,0.0,66.9,0.1
25025061201,0.3672,0.7382,0.0132,0.3517,0.5574,1609,23.4,9.0,0.0,13.2,4.1,0.0,17.2,7.4,0.0,21.2,0.2
25025061202,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
25025061203,0.3333,0.0923,0.059,0.4447,0.9535,2314,5.8,1.6,5.1,1.3,13.4,2.9,22.4,65.3,0.0,14.9,9.0
25025061204,0.0433,0.0107,0.0163,0.1555,0.7414,918,2.9,0.0,0.0,1.6,8.5,1.3,9.4,98.8,0.0,47.2,0.0
25025070102,0.8412,0.7809,0.6868,0.7883,0.9115,2721,34.8,9.8,18.2,1.2,23.4,12.4,48.5,97.3,0.0,51.2,33.0
25025070103,0.7721,0.7062,0.5022,0.9157,0.8286,782,36.6,6.4,9.6,0.0,3.3,10.1,72.5,82.4,0.0,75.9,0.0
25025070104,0.42,0.2279,0.0477,0.6483,0.9567,2550,23.5,4.8,1.4,0.0,12.2,2.7,35.5,91.5,0.0,45.0,2.9
25025070201,0.7445,0.5549,0.4043,0.7701,0.9636,3242,31.7,3.4,27.5,0.0,17.0,14.0,46.0,90.1,0.0,72.3,52.7
25025070202,0.9259,0.8192,0.3861,0.9257,1.0,4233,39.0,5.7,18.5,2.4,10.7,24.8,77.2,82.1,0.3,73.9,4.3
25025070301,0.2467,0.2492,0.0565,0.5322,0.6334,2659,15.1,3.8,5.1,0.5,9.0,2.1,27.5,17.1,0.0,29.9,0.1
25025070302,0.4513,0.3038,0.2787,0.5465,0.6937,1771,23.1,0.0,5.3,0.0,11.4,7.6,28.6,61.4,0.0,53.9,0.2
25025070402,0.8173,0.7527,0.4852,0.8545,0.9372,3005,35.5,2.8,20.4,2.9,18.4,24.9,59.2,88.5,0.0,52.1,1.6
25025070501,0.2034,0.1638,0.0559,0.4553,0.6767,1977,5.0,0.4,3.8,1.6,11.3,1.3,22.8,17.4,0.0,26.1,0.7
